room_type,bedrooms,bathrooms,price,host_is_superhost,host_listings_count,availability_30,review_scores_rating,review_scores_location,calculated_host_listings_count_private_rooms
Entire home/apt,1.0,1.0,120.0,t,1,0,4.71,4.89,0
Entire home/apt,3.0,1.0,240.0,t,9,0,5.0,5.0,0
Entire home/apt,2.0,1.0,257.0,t,2,3,4.77,4.93,0
Entire home/apt,1.0,1.0,117.0,t,4,0,4.85,4.93,0
Private room,1.0,1.0,191.0,f,2,28,4.85,4.67,1
Entire home/apt,3.0,1.5,260.0,t,2,0,4.97,5.0,0
Entire home/apt,2.0,1.0,215.0,f,1,3,4.92,4.9,0
Private room,1.0,1.0,79.0,t,3,0,4.93,4.87,3
Private room,1.0,1.0,77.0,t,2,9,4.88,4.88,2
Entire home/apt,1.0,1.0,144.0,t,3,2,4.93,4.91,0
Entire home/apt,1.0,1.0,158.0,t,3,14,4.94,4.9,0
Entire home/apt,3.0,2.0,425.0,f,2,30,4.88,4.74,1
Entire home/apt,1.0,1.0,140.0,t,1,14,4.89,5.0,0
Entire home/apt,1.0,1.0,278.0,t,1,5,4.96,4.94,0
Entire home/apt,0.0,1.0,171.0,t,1,12,4.86,4.95,0
Entire home/apt,3.0,2.0,750.0,t,2,8,4.96,4.96,0
Entire home/apt,0.0,1.0,113.0,t,1,1,4.88,4.48,0
Entire home/apt,1.0,1.0,130.0,t,2,0,4.8,4.79,0
Private room,1.0,1.0,107.0,t,1,5,4.84,4.89,1
Entire home/apt,3.0,1.0,196.0,t,9,0,5.0,4.67,0
Private room,1.0,1.0,64.0,f,7,30,3.67,4.67,7
Private room,1.0,1.0,64.0,f,7,30,4.0,4.5,7
Entire home/apt,2.0,1.0,400.0,t,1,1,4.91,4.86,0
Private room,1.0,1.0,129.0,f,16,25,4.58,4.86,14
Private room,1.0,1.0,149.0,f,16,0,4.51,4.86,14
Entire home/apt,3.0,2.0,150.0,f,4,0,4.58,4.19,0
Entire home/apt,2.0,1.0,128.0,f,1,12,4.67,4.74,0
Private room,1.0,1.0,169.0,f,3,30,4.63,4.57,1
Private room,1.0,1.0,149.0,f,16,0,4.53,4.83,14
Entire home/apt,2.0,1.0,150.0,f,1,0,4.8,4.27,0
Entire home/apt,1.0,1.0,226.0,t,2,4,4.91,4.92,0
Entire home/apt,1.0,1.0,195.0,t,2,8,4.79,4.97,0
Entire home/apt,1.0,1.0,120.0,f,1,0,4.71,4.9,0
Entire home/apt,1.0,1.0,224.0,t,2,4,4.92,4.91,0
Entire home/apt,1.0,1.0,75.0,f,1,0,4.63,4.82,0
Entire home/apt,1.0,1.0,150.0,t,2,0,4.96,4.92,0
Entire home/apt,1.0,1.0,136.0,t,1,0,4.86,4.97,0
Private room,1.0,1.0,155.0,t,3,12,4.95,4.96,3
Entire home/apt,1.0,1.0,130.0,t,3,1,4.75,4.89,0
Entire home/apt,1.0,1.0,216.0,t,4,2,4.96,4.89,0
Entire home/apt,1.0,1.0,134.0,f,1,0,4.97,4.89,0
Entire home/apt,1.0,1.0,155.0,t,2,8,4.92,4.85,0
Private room,1.0,1.0,160.0,t,3,12,4.71,4.95,1
Entire home/apt,1.0,1.0,158.0,t,1,22,4.74,4.76,0
Entire home/apt,1.0,1.0,183.0,t,1,7,5.0,4.94,0
Entire home/apt,1.0,1.0,169.0,t,1,5,4.97,4.88,0
Entire home/apt,1.0,1.0,172.0,f,30,0,4.88,4.81,0
Private room,1.0,1.0,149.0,f,16,11,4.6,4.86,14
Entire home/apt,1.0,1.0,225.0,t,5,9,4.93,4.93,2
Entire home/apt,1.0,1.0,140.0,f,2,14,4.7,4.7,0
Private room,1.0,5.0,114.0,t,5,29,4.61,4.65,3
Entire home/apt,3.0,2.5,385.0,t,2,1,4.96,4.95,0
Entire home/apt,1.0,1.0,132.0,t,1,20,4.89,4.95,0
Entire home/apt,1.0,1.0,200.0,t,4,0,4.93,4.93,1
Entire home/apt,1.0,1.0,145.0,t,19,0,4.82,4.83,0
Entire home/apt,1.0,1.0,119.0,t,2,0,4.49,4.3,0
Entire home/apt,1.0,1.0,94.0,f,2,3,4.68,4.98,0
Shared room,1.0,10.0,41.0,t,5,30,4.69,4.72,3
Entire home/apt,2.0,1.5,241.0,t,2,0,4.9,4.86,0
Private room,1.0,1.0,94.0,t,2,3,4.94,4.95,1
Entire home/apt,1.0,1.0,99.0,t,1,2,4.75,4.93,0
Private room,1.0,1.0,66.0,f,45,0,4.82,4.64,33
Private room,1.0,1.0,77.0,f,45,0,4.69,4.75,33
Private room,1.0,1.0,88.0,f,45,0,4.29,4.79,33
Private room,1.0,1.0,88.0,f,45,0,4.19,4.76,33
Private room,1.0,1.0,94.0,t,3,0,4.93,4.93,3
Private room,1.0,1.0,73.0,t,3,0,4.89,5.0,3
Entire home/apt,2.0,1.0,325.0,t,2,4,4.95,4.83,0
Entire home/apt,1.0,1.0,228.0,t,1,19,4.95,4.85,0
Entire home/apt,1.0,1.0,140.0,t,6,0,4.75,4.89,0
Hotel room,1.0,1.0,119.0,f,16,24,4.49,4.85,14
Private room,1.0,1.0,129.0,f,16,27,4.55,4.83,14
Private room,1.0,1.0,99.0,t,2,30,4.87,4.65,2
Entire home/apt,1.0,1.0,131.0,t,2,12,4.78,4.87,0
Entire home/apt,3.0,2.5,596.0,t,2,12,4.88,4.9,0
Entire home/apt,0.0,1.0,298.0,f,77,30,4.95,4.91,0
Entire home/apt,1.0,1.5,144.0,t,2,3,4.84,4.8,0
Entire home/apt,1.0,1.0,99.0,t,2,4,4.8,4.92,0
Private room,1.0,1.0,87.0,f,6,0,4.87,4.78,3
Private room,1.0,1.0,63.0,f,7,0,4.75,4.5,7
Entire home/apt,1.0,1.0,100.0,t,2,0,4.93,4.88,0
Entire home/apt,2.0,1.5,570.0,t,2,10,4.99,4.96,1
Private room,1.0,1.0,109.0,t,5,29,4.74,4.77,3
Private room,1.0,1.0,179.0,f,16,20,4.45,4.84,14
Entire home/apt,1.0,1.0,103.0,t,2,1,4.67,4.85,0
Private room,1.0,1.0,55.0,f,1,23,4.84,4.79,1
Entire home/apt,2.0,1.0,194.0,t,1,23,4.69,4.7,0
Private room,1.0,1.0,85.0,t,2,4,5.0,4.9,2
Private room,1.0,1.0,88.0,f,45,0,4.77,4.88,33
Private room,1.0,1.0,77.0,f,45,3,4.5,4.88,33
Entire home/apt,0.0,1.0,100.0,t,3,0,4.5,4.69,0
Private room,1.0,1.0,88.0,f,45,0,4.68,4.89,33
Private room,1.0,1.0,88.0,f,45,0,4.79,4.61,33
Private room,1.0,1.0,88.0,f,45,0,4.73,4.68,33
Private room,0.0,0.0,84.0,t,3,0,4.94,4.83,3
Entire home/apt,1.0,1.0,132.0,t,3,0,4.77,4.78,0
Entire home/apt,1.0,1.0,139.0,t,2,14,4.89,4.87,0
Private room,1.0,1.0,45.0,f,5,0,4.14,3.98,4
Private room,1.0,1.0,125.0,f,1,17,4.98,4.95,1
Private room,1.0,1.0,50.0,f,5,14,4.07,3.96,4
Private room,1.0,0.0,50.0,f,5,0,4.38,4.03,4
Private room,1.0,1.0,50.0,f,5,0,4.59,4.24,4
Entire home/apt,1.0,1.0,53.0,f,5,0,4.45,4.19,4
Entire home/apt,1.0,1.0,94.0,t,1,14,4.65,3.89,0
Entire home/apt,1.0,1.0,126.0,t,1,11,4.94,4.91,0
Private room,1.0,10.0,109.0,t,5,27,4.73,4.81,3
Entire home/apt,3.0,2.0,699.0,f,1,10,5.0,4.94,0
Entire home/apt,2.0,1.0,159.0,t,1,7,4.79,4.78,0
Entire home/apt,1.0,1.0,271.0,t,3,17,4.95,4.97,0
Private room,1.0,1.0,149.0,f,16,24,4.59,4.87,14
Entire home/apt,2.0,2.0,750.0,f,2,0,4.93,4.88,0
Entire home/apt,3.0,2.5,800.0,f,1,14,5.0,4.93,0
Private room,1.0,1.0,134.0,t,4,11,4.94,4.93,1
Entire home/apt,2.0,2.5,144.0,f,1,0,4.96,4.48,0
Private room,1.0,3.0,50.0,t,5,0,4.86,4.91,5
Private room,1.0,1.0,155.0,t,3,13,4.94,4.97,3
Entire home/apt,2.0,1.0,114.0,t,2,1,4.84,4.83,0
Entire home/apt,1.0,1.0,140.0,t,3,2,5.0,4.9,0
Entire home/apt,1.0,1.0,129.0,f,1,0,4.82,4.91,0
Entire home/apt,1.0,1.0,113.0,t,2,11,4.86,4.74,0
Private room,1.0,3.0,46.0,t,5,6,4.61,4.76,5
Entire home/apt,0.0,1.0,82.0,t,4,0,4.6,4.68,0
Entire home/apt,0.0,1.0,89.0,t,4,0,4.62,4.71,0
Entire home/apt,2.0,2.0,753.0,t,1,11,4.93,5.0,0
Entire home/apt,3.0,2.0,485.0,t,5,4,4.85,4.96,0
Private room,1.0,1.5,149.0,t,6,0,4.82,4.84,4
Entire home/apt,3.0,1.0,392.0,t,2,5,5.0,4.91,0
Entire home/apt,3.0,2.0,241.0,f,30,0,4.47,4.63,0
Entire home/apt,1.0,1.0,109.0,t,4,0,4.87,4.33,2
Private room,1.0,1.0,75.0,t,1,1,4.97,4.83,1
Private room,1.0,1.0,94.0,t,1,12,4.72,4.79,1
Entire home/apt,1.0,1.0,166.0,t,1,16,4.95,4.96,0
Entire home/apt,3.0,2.0,298.0,f,1,1,4.76,4.68,0
Entire home/apt,1.0,1.0,147.0,t,1,11,4.91,4.73,0
Private room,1.0,1.0,108.0,t,5,14,4.7,5.0,5
Entire home/apt,1.0,1.0,233.0,t,1,10,4.98,4.98,0
Entire home/apt,1.0,1.0,334.0,f,1,24,4.9,4.94,0
Private room,1.0,1.0,179.0,f,16,18,4.45,4.85,14
Entire home/apt,0.0,1.0,128.0,f,1,0,4.7,4.66,0
Entire home/apt,1.0,1.0,531.0,f,1,2,4.94,4.94,0
Entire home/apt,1.0,1.0,249.0,f,1,30,4.91,4.99,0
Hotel room,1.0,1.0,149.0,f,16,0,4.37,4.85,14
Private room,2.0,1.0,638.0,t,1,15,4.66,4.84,1
Entire home/apt,3.0,2.0,298.0,f,1,4,4.83,5.0,0
Entire home/apt,2.0,1.0,375.0,t,1,19,4.99,4.95,0
Entire home/apt,1.0,1.0,99.0,t,2,0,4.86,4.89,0
Entire home/apt,2.0,1.0,145.0,t,6,0,4.65,4.88,4
Entire home/apt,0.0,1.0,125.0,t,1,0,5.0,4.91,0
Private room,1.0,2.0,66.0,t,3,8,4.88,4.81,3
Entire home/apt,3.0,1.0,174.0,f,3,0,4.83,4.83,2
Private room,1.0,1.0,180.0,f,3,0,4.88,4.83,2
Private room,1.0,1.0,85.0,t,1,0,4.96,4.85,1
Private room,1.0,1.0,81.0,f,3,0,4.88,4.82,2
Entire home/apt,1.0,1.0,178.0,f,1,0,4.89,4.94,0
Entire home/apt,2.0,1.5,195.0,t,2,0,4.65,4.94,0
Private room,1.0,1.0,81.0,t,1,13,4.91,4.96,1
Entire home/apt,4.0,3.0,491.0,f,1,0,4.92,4.88,0
Entire home/apt,1.0,1.0,175.0,t,1,9,4.93,4.85,0
Private room,1.0,1.0,102.0,t,1,6,4.89,4.87,1
Private room,2.0,2.0,313.0,t,3,10,4.95,4.99,3
Entire home/apt,0.0,1.0,292.0,f,77,30,4.88,4.87,0
Private room,1.0,1.5,500.0,f,3,30,4.33,4.33,3
Private room,1.0,1.5,425.0,f,3,30,4.71,4.57,3
Private room,1.0,1.5,450.0,f,3,30,4.5,4.5,3
Private room,1.0,1.0,86.0,t,3,2,4.88,4.69,3
Entire home/apt,1.0,1.0,167.0,f,1,3,4.93,4.93,0
Entire home/apt,2.0,1.0,250.0,t,2,11,4.94,4.82,0
Private room,1.0,1.0,250.0,t,3,29,4.91,5.0,3
Entire home/apt,0.0,1.0,290.0,t,1,8,4.98,4.93,0
Entire home/apt,1.0,1.0,98.0,f,2,0,4.83,4.78,0
Private room,1.0,1.0,85.0,t,3,3,4.87,4.71,3
Entire home/apt,1.0,1.0,104.0,t,1,13,4.85,4.77,0
Private room,1.0,1.0,99.0,t,4,0,4.76,4.73,3
Entire home/apt,0.0,1.0,357.0,f,77,30,4.8,4.9,0
Entire home/apt,3.0,1.5,396.0,t,1,7,4.97,4.9,0
Entire home/apt,4.0,2.0,150.0,t,1,0,4.83,4.78,0
Entire home/apt,2.0,1.0,170.0,t,2,5,4.96,4.84,1
Entire home/apt,1.0,1.0,87.0,t,4,0,4.58,4.86,0
Entire home/apt,1.0,1.0,186.0,t,1,0,4.96,4.94,0
Entire home/apt,3.0,2.0,425.0,t,1,0,4.98,4.94,0
Entire home/apt,1.0,1.0,237.0,t,6,10,4.74,4.92,0
Entire home/apt,2.0,1.5,127.0,f,1,0,5.0,5.0,0
Entire home/apt,0.0,1.0,333.0,f,77,30,4.89,5.0,0
Entire home/apt,0.0,1.0,174.0,f,1,16,4.64,4.91,0
Entire home/apt,3.0,2.5,800.0,f,1,0,4.72,4.5,0
Hotel room,1.0,1.0,265.0,f,2,30,4.91,5.0,1
Entire home/apt,2.0,1.0,319.0,t,1,12,4.99,4.97,0
Entire home/apt,3.0,2.0,395.0,t,1,2,4.93,4.97,0
Entire home/apt,1.0,1.0,225.0,f,23,0,4.2,5.0,0
Entire home/apt,3.0,1.5,360.0,f,1,9,4.84,4.67,0
Entire home/apt,3.0,1.0,260.0,t,3,1,4.73,4.67,0
Entire home/apt,2.0,1.0,194.0,t,3,0,4.81,4.78,0
Private room,1.0,1.0,123.0,t,5,30,4.83,4.67,5
Entire home/apt,1.0,1.0,210.0,t,1,16,4.84,4.94,0
Private room,1.0,1.0,140.0,t,1,7,4.94,4.93,1
Private room,1.0,2.0,66.0,t,3,0,4.93,4.8,3
Private room,1.0,1.0,104.0,t,1,12,4.85,4.72,1
Entire home/apt,2.0,1.0,248.0,f,1,1,4.84,4.9,0
Private room,1.0,1.0,235.0,f,1,28,4.93,4.73,1
Private room,1.0,2.0,150.0,t,4,0,4.93,4.96,2
Private room,1.0,1.0,171.0,f,1,24,4.92,4.89,1
Entire home/apt,0.0,1.0,199.0,t,2,0,4.94,4.82,0
Private room,1.0,1.0,80.0,f,1,30,4.92,4.87,1
Private room,1.0,1.0,75.0,t,3,10,4.96,4.84,3
Private room,1.0,1.0,75.0,t,3,20,4.92,4.83,3
Private room,1.0,1.0,141.0,t,1,18,4.95,4.87,1
Entire home/apt,1.0,1.0,129.0,f,1,0,4.9,4.64,0
Entire home/apt,1.0,1.0,144.0,t,1,7,4.78,4.92,0
Entire home/apt,4.0,4.5,995.0,t,1,0,4.96,4.96,0
Entire home/apt,1.0,1.0,112.0,t,3,0,4.86,4.93,0
Entire home/apt,1.0,1.0,189.0,t,1,11,4.99,4.86,0
Entire home/apt,2.0,1.0,227.0,t,2,7,4.85,4.93,0
Private room,2.0,1.0,90.0,t,2,30,4.67,4.4,2
Private room,1.0,1.0,251.0,t,3,25,4.99,4.99,3
Entire home/apt,4.0,2.0,808.0,t,1,16,4.84,4.93,0
Private room,1.0,1.0,200.0,t,3,29,4.97,4.94,3
Private room,1.0,1.0,122.0,t,1,19,4.95,4.94,1
Entire home/apt,3.0,2.5,576.0,f,2,15,4.88,4.91,0
Entire home/apt,1.0,1.0,126.0,f,2,0,5.0,5.0,0
Entire home/apt,0.0,1.0,180.0,f,1,24,4.56,4.16,0
Entire home/apt,2.0,1.0,118.0,f,1,17,4.7,4.84,0
Private room,1.0,1.0,399.0,t,3,11,4.76,4.98,1
Entire home/apt,2.0,1.0,163.0,t,31,0,4.92,5.0,0
Entire home/apt,1.0,1.0,148.0,f,1,0,4.85,4.93,0
Entire home/apt,1.0,1.0,119.0,t,1,29,4.73,4.83,0
Entire home/apt,1.0,1.0,365.0,t,5,14,4.95,4.95,2
Entire home/apt,3.0,3.0,293.0,t,2,0,4.89,5.0,0
Private room,1.0,1.0,199.0,t,1,0,4.97,4.99,1
Private room,2.0,1.0,347.0,t,2,26,5.0,5.0,1
Entire home/apt,2.0,1.0,243.0,t,3,11,4.92,4.97,1
Entire home/apt,1.0,1.0,167.0,t,1,10,4.76,4.95,0
Entire home/apt,0.0,1.0,338.0,f,77,30,4.92,4.92,0
Entire home/apt,2.0,1.0,424.0,t,1,8,4.97,4.98,0
Entire home/apt,1.0,1.0,110.0,f,1,8,4.7,4.45,0
Entire home/apt,2.0,1.0,223.0,f,1,5,4.92,4.98,0
Entire home/apt,1.0,2.0,135.0,f,1,2,4.75,4.77,0
Entire home/apt,3.0,2.0,300.0,t,1,0,4.54,4.92,0
Entire home/apt,0.0,1.0,135.0,t,1,15,4.86,4.9,0
Entire home/apt,2.0,1.0,321.0,t,1,18,4.88,4.9,0
Entire home/apt,2.0,2.0,399.0,t,4,5,4.92,4.83,1
Entire home/apt,2.0,1.0,399.0,t,1,3,4.96,4.99,0
Entire home/apt,1.0,1.0,163.0,t,1,13,4.84,4.9,0
Private room,2.0,2.0,147.0,t,3,2,4.88,4.81,3
Entire home/apt,0.0,1.0,366.0,f,77,30,4.87,4.87,0
Entire home/apt,2.0,1.0,213.0,f,1,0,4.74,4.75,0
Entire home/apt,2.0,1.5,199.0,t,1,0,4.8,4.95,0
Entire home/apt,1.0,1.0,117.0,f,1,0,4.92,4.91,0
Entire home/apt,3.0,2.0,300.0,t,6,0,4.82,4.95,0
Entire home/apt,2.0,1.0,185.0,t,3,0,4.88,4.88,0
Private room,1.0,1.0,101.0,f,1,4,4.92,4.98,1
Entire home/apt,4.0,3.0,363.0,t,1,7,4.89,4.8,0
Entire home/apt,1.0,1.0,161.0,t,3,0,4.92,4.98,0
Entire home/apt,1.0,1.0,165.0,t,1,5,4.92,4.87,0
Entire home/apt,1.0,1.0,227.0,t,6,11,4.77,4.96,0
Entire home/apt,2.0,1.0,147.0,f,1,1,5.0,4.86,0
Entire home/apt,0.0,1.0,311.0,f,77,30,5.0,4.96,0
Entire home/apt,1.0,1.0,125.0,f,1,0,4.93,4.71,0
Entire home/apt,1.0,1.0,115.0,t,1,0,4.74,4.82,0
Private room,1.0,1.0,95.0,t,1,13,4.84,4.66,1
Entire home/apt,2.0,2.0,130.0,t,1,13,4.8,5.0,0
Entire home/apt,1.0,1.0,142.0,t,1,25,4.86,4.94,0
Private room,1.0,1.0,94.0,t,1,14,4.91,4.77,1
Private room,1.0,1.0,112.0,t,3,10,4.84,4.97,2
Entire home/apt,4.0,2.0,700.0,f,1,24,4.94,4.91,0
Entire home/apt,1.0,1.0,82.0,t,4,0,4.69,4.8,0
Entire home/apt,0.0,1.0,111.0,t,2,5,4.95,4.86,0
Private room,1.0,1.0,113.0,t,2,16,4.94,4.95,1
Entire home/apt,1.0,1.0,114.0,t,1,5,4.58,4.79,0
Private room,1.0,2.0,200.0,t,4,0,5.0,4.89,3
Entire home/apt,1.0,1.0,139.0,t,2,10,4.89,4.86,0
Entire home/apt,1.0,1.0,139.0,t,3,0,4.87,4.76,0
Entire home/apt,0.0,1.0,95.0,f,2,9,4.86,4.61,0
Entire home/apt,1.0,1.0,100.0,t,2,0,4.83,4.84,0
Entire home/apt,2.0,2.0,168.0,f,4,0,4.0,4.5,3
Private room,1.0,1.0,108.0,t,4,2,4.88,4.69,3
Entire home/apt,2.0,2.0,375.0,t,1,0,5.0,4.5,0
Entire home/apt,1.0,1.0,140.0,t,3,1,4.88,4.95,0
Entire home/apt,1.0,1.0,172.0,f,2,2,4.97,5.0,0
Entire home/apt,1.0,1.0,181.0,t,1,6,4.98,4.95,0
Entire home/apt,2.0,1.0,550.0,f,1,30,4.6,4.8,0
Entire home/apt,2.0,1.0,356.0,f,1,29,4.73,4.71,0
Private room,1.0,1.0,128.0,t,4,0,4.72,4.92,1
Entire home/apt,3.0,1.5,200.0,t,9,7,4.95,4.99,3
Entire home/apt,0.0,2.0,887.0,f,77,30,5.0,4.94,0
Entire home/apt,2.0,1.0,171.0,f,1,30,4.64,4.74,0
Entire home/apt,0.0,1.0,89.0,t,3,0,4.4,4.79,0
Entire home/apt,1.0,1.0,303.0,t,2,17,4.8,4.92,0
Entire home/apt,1.0,1.0,145.0,f,1,0,4.62,4.92,0
Private room,1.0,1.0,78.0,t,5,21,4.96,4.89,5
Private room,1.0,1.0,152.0,t,3,10,5.0,5.0,3
Entire home/apt,2.0,1.0,313.0,f,2,0,4.45,4.4,1
Private room,1.0,1.0,99.0,t,1,17,4.93,4.93,1
Entire home/apt,4.0,2.0,695.0,f,1,30,5.0,5.0,0
Entire home/apt,2.0,2.0,251.0,t,1,19,4.96,4.84,0
Entire home/apt,1.0,1.0,135.0,t,1,8,4.97,4.97,0
Private room,1.0,1.0,128.0,t,3,0,4.98,4.91,3
Private room,1.0,1.0,71.0,t,3,10,4.81,4.8,2
Private room,1.0,1.0,89.0,t,3,18,4.74,4.76,2
Private room,2.0,1.0,240.0,t,3,7,4.97,4.95,3
Entire home/apt,3.0,2.0,455.0,f,1,12,4.94,4.69,0
Entire home/apt,1.0,1.0,209.0,t,2,28,4.87,4.7,0
Entire home/apt,2.0,2.0,244.0,t,3,0,4.92,4.88,0
Entire home/apt,1.0,1.0,125.0,f,23,0,4.22,4.67,0
Entire home/apt,2.0,1.0,175.0,f,1,0,4.71,4.86,0
Private room,1.0,1.0,88.0,f,45,0,3.67,3.67,33
Private room,1.0,1.0,100.0,t,1,4,4.84,4.76,1
Private room,1.0,1.0,125.0,f,1,11,4.96,4.96,1
Entire home/apt,4.0,2.0,388.0,t,1,5,4.98,4.97,0
Entire home/apt,2.0,1.5,402.0,t,2,8,4.75,4.82,1
Private room,1.0,1.0,135.0,f,1,4,4.96,4.81,1
Entire home/apt,3.0,2.0,387.0,t,1,3,4.83,4.65,0
Private room,1.0,0.5,85.0,f,7,16,4.47,4.61,7
Entire home/apt,1.0,1.0,98.0,f,2,0,4.95,4.72,0
Entire home/apt,1.0,1.0,115.0,f,1,0,4.9,4.95,0
Entire home/apt,4.0,4.0,575.0,t,1,6,4.88,4.72,0
Entire home/apt,3.0,2.0,630.0,f,1,14,5.0,5.0,0
Entire home/apt,3.0,1.0,250.0,f,1,0,4.81,4.96,0
Entire home/apt,1.0,1.0,89.0,f,1,4,4.68,4.86,0
Entire home/apt,0.0,1.0,150.0,f,1,7,4.61,4.76,0
Entire home/apt,2.0,2.0,145.0,t,1,0,4.68,4.4,0
Entire home/apt,3.0,1.0,275.0,f,1,27,4.85,5.0,0
Entire home/apt,3.0,2.0,834.0,t,2,26,4.93,4.93,1
Entire home/apt,1.0,1.0,130.0,t,2,3,4.74,4.76,0
Entire home/apt,2.0,2.0,575.0,t,3,0,5.0,5.0,1
Private room,1.0,1.0,91.0,t,5,23,4.94,4.97,5
Entire home/apt,0.0,1.0,101.0,f,20,0,4.88,4.92,0
Entire home/apt,2.0,1.0,110.0,f,3,0,5.0,4.83,0
Private room,1.0,2.0,200.0,t,3,0,4.9,4.98,1
Private room,1.0,1.0,89.0,t,5,6,4.82,4.89,5
Entire home/apt,2.0,2.0,322.0,f,2,14,5.0,4.95,0
Entire home/apt,2.0,1.0,80.0,t,2,1,4.71,4.93,0
Entire home/apt,2.0,1.0,300.0,t,5,0,4.74,4.95,0
Private room,1.0,1.0,300.0,f,1,30,4.92,4.77,1
Entire home/apt,0.0,1.0,125.0,t,143,3,4.92,4.86,0
Entire home/apt,2.0,2.0,359.0,f,1,5,5.0,4.95,0
Entire home/apt,1.0,1.0,208.0,t,1,2,4.98,4.87,0
Private room,1.0,1.0,123.0,t,5,30,4.67,4.83,5
Private room,1.0,2.0,170.0,t,5,29,5.0,5.0,5
Private room,1.0,2.0,203.0,t,5,29,4.67,4.83,5
Entire home/apt,1.0,1.0,114.0,f,1,0,4.92,4.86,0
Entire home/apt,1.0,1.0,262.0,t,1,5,4.96,4.88,0
Private room,1.0,1.0,125.0,t,1,28,4.91,4.94,1
Entire home/apt,1.0,1.0,135.0,t,7,0,5.0,5.0,0
Entire home/apt,0.0,1.0,177.0,t,4,6,4.97,4.96,0
Entire home/apt,1.0,1.0,159.0,t,1,0,5.0,4.95,0
Entire home/apt,0.0,1.0,193.0,f,1,30,4.75,4.75,0
Private room,1.0,1.0,115.0,t,2,0,4.91,4.9,2
Entire home/apt,1.0,1.0,130.0,t,3,6,4.92,4.93,0
Entire home/apt,1.0,1.0,299.0,f,77,30,4.73,5.0,0
Entire home/apt,0.0,1.0,235.0,f,1,24,4.61,4.94,0
Private room,1.0,1.0,89.0,f,4,0,5.0,4.86,3
Entire home/apt,2.0,1.0,140.0,t,1,0,4.93,4.91,0
Private room,1.0,1.0,123.0,t,5,4,5.0,5.0,5
Entire home/apt,3.0,1.0,362.0,t,2,9,4.93,4.89,0
Private room,1.0,1.0,87.0,t,9,1,4.88,4.69,3
Entire home/apt,2.0,2.0,402.0,f,1,7,4.95,4.86,0
Entire home/apt,1.0,1.0,110.0,t,2,1,4.7,4.97,0
Entire home/apt,1.0,1.0,199.0,t,2,9,4.81,4.86,0
Private room,0.0,1.0,113.0,t,1,5,4.95,4.93,1
Entire home/apt,1.0,1.0,170.0,t,1,0,4.89,4.92,0
Entire home/apt,3.0,1.0,255.0,f,1,16,4.45,4.85,0
Entire home/apt,3.0,1.0,255.0,t,7,0,4.79,4.88,3
Entire home/apt,5.0,4.5,826.0,t,1,7,4.99,4.94,0
Private room,1.0,1.0,252.0,t,1,10,4.96,4.99,1
Entire home/apt,2.0,1.0,405.0,t,1,11,4.98,4.96,0
Private room,1.0,1.0,78.0,t,7,0,4.81,4.94,3
Entire home/apt,2.0,2.0,270.0,f,23,0,4.5,5.0,0
Entire home/apt,1.0,1.0,145.0,t,1,0,4.91,4.95,0
Entire home/apt,1.0,1.0,170.0,f,2,12,4.71,4.84,0
Entire home/apt,2.0,1.0,314.0,t,1,2,4.89,4.75,0
Entire home/apt,1.0,1.0,73.0,f,1,0,4.84,4.31,0
Private room,1.0,1.0,132.0,t,2,24,4.85,4.81,2
Entire home/apt,2.0,1.0,231.0,t,1,22,4.88,4.67,0
Private room,1.0,1.0,100.0,f,1,30,4.87,4.87,1
Entire home/apt,1.0,1.0,142.0,f,1,0,4.89,4.92,0
Entire home/apt,2.0,1.0,331.0,f,1,1,5.0,5.0,0
Entire home/apt,2.0,1.0,135.0,f,1,0,4.92,5.0,0
Entire home/apt,1.0,1.0,135.0,f,1,0,4.84,4.64,0
Private room,1.0,2.0,41.0,t,5,0,5.0,4.88,5
Entire home/apt,4.0,1.5,171.0,t,1,0,5.0,4.92,0
Entire home/apt,0.0,1.0,328.0,t,1,26,4.95,4.91,0
Entire home/apt,1.0,1.0,172.0,t,2,11,4.99,4.97,0
Entire home/apt,2.0,2.0,475.0,t,2,30,5.0,5.0,0
Private room,1.0,1.0,111.0,t,3,2,4.91,4.66,1
Private room,1.0,1.0,88.0,f,45,0,4.78,4.67,33
Private room,1.0,1.0,88.0,f,45,15,4.71,4.91,33
Private room,1.0,1.0,66.0,f,45,13,4.35,4.8,33
Private room,1.0,1.0,77.0,f,45,0,4.52,4.81,33
Private room,1.0,1.0,88.0,f,45,0,4.81,4.86,33
Entire home/apt,1.0,1.0,140.0,f,23,11,5.0,5.0,0
Private room,1.0,3.0,55.0,t,20,30,2.5,4.5,20
Entire home/apt,3.0,2.0,325.0,t,7,0,4.78,4.49,0
Private room,1.0,1.0,115.0,t,2,0,4.9,4.92,2
Private room,1.0,1.0,97.0,t,4,9,4.89,4.71,4
Private room,1.0,1.0,100.0,t,4,0,4.93,4.74,4
Private room,1.0,1.5,100.0,t,4,11,4.89,4.68,4
Private room,1.0,1.5,80.0,t,4,3,4.87,4.7,4
Entire home/apt,2.0,1.0,140.0,f,32,0,4.6,4.8,0
Entire home/apt,1.0,1.0,164.0,f,20,21,4.82,4.75,0
Entire home/apt,1.0,1.0,83.0,f,20,0,4.55,3.95,0
Entire home/apt,1.0,1.0,167.0,f,2,0,5.0,5.0,0
Entire home/apt,0.0,1.0,145.0,f,2,0,4.97,4.84,0
