room_type,bedrooms,bathrooms,price,host_is_superhost,host_listings_count,availability_30,review_scores_rating,review_scores_location,calculated_host_listings_count_private_rooms
Entire home/apt,3.0,2.0,240.0,f,8,9,5.0,5.0,0
Entire home/apt,3.0,2.0,350.0,f,1,10,5.0,4.0,0
Entire home/apt,3.0,2.0,500.0,f,1,0,5.0,5.0,0
Entire home/apt,2.0,1.0,582.0,t,1,20,4.87,4.87,0
Private room,1.0,1.0,69.0,f,4,2,5.0,5.0,4
Entire home/apt,1.0,1.5,150.0,f,4,0,5.0,5.0,0
Entire home/apt,1.0,1.0,329.0,t,2,0,5.0,5.0,0
Entire home/apt,3.0,1.0,379.0,t,1,8,4.99,4.97,0
Entire home/apt,2.0,1.0,352.0,t,2,4,5.0,4.8,0
Private room,1.0,2.0,87.0,t,3,2,4.81,4.84,3
Private room,1.0,1.0,57.0,f,3,21,4.76,4.79,3
Entire home/apt,4.0,1.0,899.0,f,1,30,5.0,5.0,0
Entire home/apt,2.0,1.5,144.0,f,1,0,5.0,5.0,0
Private room,1.0,1.0,71.0,f,3,21,4.67,4.84,3
Entire home/apt,1.0,1.0,208.0,t,66,6,5.0,5.0,0
Private room,1.0,1.0,61.0,f,3,23,4.64,4.98,3
Entire home/apt,1.0,1.0,257.0,t,2,0,4.92,4.85,0
Entire home/apt,4.0,4.0,868.0,t,4,3,5.0,5.0,2
Entire home/apt,0.0,1.0,165.0,t,328,30,4.92,4.62,0
Private room,1.0,1.0,122.0,f,2,0,5.0,4.96,2
Entire home/apt,3.0,3.0,650.0,f,1,0,4.86,4.71,0
Private room,1.0,1.0,94.0,f,6,16,5.0,4.7,4
Entire home/apt,1.0,1.0,275.0,t,63,28,5.0,4.8,0
Entire home/apt,3.0,1.5,1000.0,t,3,13,5.0,5.0,0
Entire home/apt,3.0,1.0,150.0,f,1,1,5.0,5.0,0
Entire home/apt,1.0,1.0,117.0,t,2,0,5.0,5.0,0
Private room,1.0,1.0,72.0,t,4,4,4.9,4.87,4
Entire home/apt,3.0,1.0,286.0,t,1,0,4.97,4.87,0
Entire home/apt,3.0,3.0,381.0,t,1,9,4.88,4.93,0
Entire home/apt,3.0,4.5,921.0,t,3,8,5.0,5.0,0
Entire home/apt,3.0,2.5,750.0,f,1,29,5.0,5.0,0
Private room,1.0,1.0,78.0,f,34,17,4.33,5.0,17
Entire home/apt,1.0,1.0,275.0,t,63,28,4.88,4.63,0
Entire home/apt,2.0,1.0,218.0,t,1,0,4.83,5.0,0
Private room,1.0,1.0,89.0,t,3,0,5.0,4.88,2
Private room,1.0,1.0,50.0,f,11,4,4.0,4.75,11
Entire home/apt,2.0,1.0,386.0,t,3,14,5.0,4.71,0
Entire home/apt,1.0,1.0,92.0,f,1,0,5.0,5.0,0
Private room,1.0,2.0,58.0,t,12,0,4.75,5.0,12
Entire home/apt,1.0,1.0,275.0,t,63,28,5.0,4.86,0
Entire home/apt,1.0,1.0,275.0,t,63,28,5.0,5.0,0
Entire home/apt,1.0,1.0,238.0,t,6,29,4.92,4.92,3
Entire home/apt,2.0,1.0,135.0,f,1,8,4.8,4.73,0
Private room,1.0,1.0,285.0,t,6,28,5.0,5.0,3
Private room,2.0,1.0,333.0,t,6,28,4.83,4.92,3
Entire home/apt,2.0,1.0,240.0,f,1,16,4.87,4.94,0
Entire home/apt,3.0,2.0,503.0,t,38,30,4.92,4.88,1
Private room,1.0,0.5,143.0,t,6,28,5.0,5.0,3
Entire home/apt,3.0,2.0,350.0,t,5,7,5.0,5.0,0
Entire home/apt,1.0,1.0,294.0,t,1,0,4.93,4.9,0
Entire home/apt,1.0,1.0,203.0,t,1,1,4.96,4.87,0
Entire home/apt,1.0,1.0,242.0,t,1,17,4.93,4.9,0
Entire home/apt,1.0,1.0,124.0,t,1,17,4.93,4.89,0
Entire home/apt,2.0,2.0,199.0,t,12,0,5.0,5.0,0
Entire home/apt,1.0,1.0,165.0,t,3,0,5.0,4.75,0
Entire home/apt,2.0,1.0,165.0,f,1,13,4.72,4.73,0
Entire home/apt,1.0,1.0,110.0,f,1,16,4.71,4.71,0
Entire home/apt,2.0,2.0,260.0,f,2,0,5.0,5.0,0
Entire home/apt,2.0,1.0,155.0,f,1,24,5.0,5.0,0
Entire home/apt,2.0,1.0,162.0,f,3,12,4.65,4.85,0
Entire home/apt,1.0,1.0,115.0,f,2,0,4.5,3.5,0
Entire home/apt,2.0,2.0,328.0,f,1,0,4.88,5.0,0
Private room,1.0,4.0,108.0,t,18,0,5.0,5.0,18
Private room,1.0,1.0,62.0,f,34,0,5.0,5.0,17
Entire home/apt,1.0,1.0,254.0,f,2,7,4.62,4.32,0
Entire home/apt,1.0,1.0,234.0,t,1,0,5.0,4.96,0
Entire home/apt,3.0,1.0,276.0,t,1,10,4.94,4.94,0
Entire home/apt,2.0,1.0,242.0,t,1,14,4.97,4.78,0
Private room,1.0,1.0,66.0,t,2,0,4.8,4.2,1
Private room,1.0,1.0,126.0,f,1,0,5.0,4.88,1
Private room,1.0,1.0,60.0,f,38,0,5.0,5.0,21
Private room,1.0,1.0,62.0,f,3,0,4.2,4.0,2
Entire home/apt,1.0,1.0,162.0,t,1,7,4.96,4.94,0
Entire home/apt,0.0,1.0,145.0,t,1,0,5.0,5.0,0
Entire home/apt,0.0,1.0,179.0,t,311,4,4.96,4.75,0
Entire home/apt,0.0,1.0,179.0,t,311,20,4.9,4.76,0
Entire home/apt,1.0,1.0,266.0,t,1,3,5.0,5.0,0
Entire home/apt,2.0,2.0,356.0,f,1,14,5.0,5.0,0
Entire home/apt,1.0,1.0,145.0,t,1,0,5.0,5.0,0
Private room,1.0,1.0,61.0,t,8,16,4.81,4.5,4
Private room,1.0,1.0,51.0,t,8,20,4.74,4.47,4
Private room,1.0,1.0,56.0,t,8,0,4.71,4.68,4
Entire home/apt,2.0,1.0,410.0,t,1,17,5.0,4.92,0
Private room,1.0,0.5,49.0,t,8,11,4.86,4.54,4
Entire home/apt,3.0,2.5,900.0,f,1,17,5.0,4.96,0
Entire home/apt,3.0,2.0,407.0,t,1,0,5.0,4.96,0
Entire home/apt,2.0,2.5,340.0,f,1,3,5.0,5.0,0
Private room,1.0,1.0,66.0,t,2,0,4.9,4.4,2
Private room,1.0,1.0,89.0,t,3,17,5.0,5.0,2
Private room,1.0,1.0,89.0,t,3,17,5.0,5.0,2
Entire home/apt,1.0,1.0,160.0,t,1,11,4.95,4.95,0
Entire home/apt,2.0,2.0,235.0,t,3,1,4.95,4.88,2
Entire home/apt,2.0,2.0,749.0,t,1,25,4.96,4.91,0
Private room,1.0,1.0,70.0,t,1,1,4.88,4.94,1
Entire home/apt,3.0,1.5,224.0,f,2,30,4.55,4.77,1
Entire home/apt,7.0,5.0,289.0,f,34,0,5.0,5.0,17
Entire home/apt,2.0,1.0,198.0,t,16,0,4.86,4.71,0
Entire home/apt,1.0,1.0,158.0,f,7,28,1.0,5.0,0
Entire home/apt,1.0,1.0,101.0,f,43,0,5.0,5.0,0
Entire home/apt,1.0,1.0,264.0,f,1,3,5.0,5.0,0
Entire home/apt,2.0,2.0,352.0,t,2,7,5.0,5.0,0
Entire home/apt,1.0,1.0,161.0,t,1,6,4.84,4.96,0
Entire home/apt,1.0,1.0,275.0,t,98,0,5.0,4.88,0
Entire home/apt,1.0,1.0,275.0,t,98,0,5.0,5.0,0
Entire home/apt,4.0,3.0,277.0,t,1,28,5.0,5.0,0
Private room,2.0,1.5,267.0,f,7,18,5.0,5.0,6
Private room,1.0,1.0,94.0,t,1,11,4.76,4.89,1
Entire home/apt,1.0,1.0,239.0,t,2,0,4.89,4.84,0
Entire home/apt,1.0,1.0,127.0,f,1,14,4.73,4.89,0
Entire home/apt,0.0,1.0,99.0,t,6,27,4.78,4.22,0
Entire home/apt,1.0,1.0,180.0,t,1,1,4.94,4.94,0
Private room,1.0,1.0,80.0,f,34,0,5.0,5.0,17
Entire home/apt,3.0,1.5,679.0,t,1,2,5.0,5.0,0
Entire home/apt,1.0,1.0,150.0,f,1,7,4.58,4.94,0
Entire home/apt,3.0,3.0,431.0,f,64,8,4.88,4.94,0
Entire home/apt,0.0,1.0,179.0,t,311,27,4.83,4.66,0
Entire home/apt,1.0,1.0,137.0,t,1,17,5.0,5.0,0
Private room,1.0,1.0,127.0,t,38,12,4.94,4.94,1
Private room,1.0,1.0,75.0,f,34,0,4.67,4.83,17
Entire home/apt,0.0,0.0,163.0,f,3687,17,5.0,5.0,0
Entire home/apt,0.0,1.0,154.0,f,1254,29,5.0,5.0,0
Entire home/apt,0.0,0.0,146.0,f,2262,30,5.0,5.0,0
Entire home/apt,1.0,1.0,294.0,t,73,1,5.0,5.0,0
Entire home/apt,3.0,1.0,385.0,t,1,2,5.0,5.0,0
Entire home/apt,3.0,2.0,638.0,f,1,12,5.0,4.96,0
Private room,1.0,1.0,140.0,t,4,6,5.0,4.97,1
Entire home/apt,1.0,1.0,155.0,f,30,30,4.67,4.33,0
Entire home/apt,1.0,1.0,133.0,t,4,9,5.0,5.0,1
Entire home/apt,1.0,1.0,100.0,f,1,0,5.0,5.0,0
Entire home/apt,2.0,2.0,378.0,f,3,9,4.93,4.93,0
Private room,1.0,2.0,46.0,f,55,0,5.0,4.67,53
Entire home/apt,2.0,1.0,238.0,t,3,0,4.83,4.67,0
Entire home/apt,0.0,1.0,158.0,t,1,22,4.93,4.57,0
Entire home/apt,0.0,1.0,179.0,t,311,27,4.82,4.71,0
Entire home/apt,0.0,1.0,179.0,t,311,27,5.0,5.0,0
Entire home/apt,0.0,1.0,179.0,t,311,27,5.0,5.0,0
Entire home/apt,3.0,1.5,399.0,f,1,3,4.8,4.92,0
Private room,1.0,1.0,197.0,f,1,0,5.0,5.0,1
Entire home/apt,2.0,1.0,165.0,t,2,19,5.0,5.0,0
Entire home/apt,0.0,1.0,196.0,f,1,4,4.96,4.99,0
Entire home/apt,1.0,1.0,108.0,t,1,17,4.88,4.64,0
Entire home/apt,2.0,1.0,76.0,f,1,0,5.0,5.0,0
Entire home/apt,3.0,2.0,360.0,f,1,2,5.0,5.0,0
Entire home/apt,3.0,1.0,247.0,f,8,8,4.59,5.0,0
Entire home/apt,1.0,1.0,150.0,t,1,0,5.0,5.0,0
Entire home/apt,1.0,1.0,168.0,f,1,0,4.0,4.0,0
Entire home/apt,1.0,1.0,275.0,t,98,0,4.8,4.8,0
Entire home/apt,1.0,1.0,275.0,t,98,0,5.0,5.0,0
Entire home/apt,2.0,1.0,243.0,t,1,5,4.82,4.85,0
Entire home/apt,3.0,2.0,347.0,t,1,13,4.98,4.86,0
Entire home/apt,1.0,1.0,164.0,t,1,10,4.96,4.93,0
Entire home/apt,5.0,3.5,995.0,f,1,2,5.0,5.0,0
Entire home/apt,2.0,1.0,187.0,f,30,17,5.0,2.0,0
Entire home/apt,1.0,1.0,138.0,t,19,0,5.0,5.0,3
Private room,1.0,1.0,105.0,t,34,0,5.0,4.78,33
Entire home/apt,0.0,1.0,110.0,t,7,0,5.0,5.0,0
Entire home/apt,2.0,2.0,222.0,t,3,9,4.89,4.72,0
Private room,1.0,1.0,62.0,t,3,6,4.7,4.36,3
Private room,1.0,0.5,51.0,t,3,5,4.8,4.41,3
Private room,1.0,2.0,53.0,t,12,9,4.67,4.67,12
Entire home/apt,2.0,1.5,414.0,t,1,27,5.0,5.0,0
Entire home/apt,2.0,2.0,265.0,t,2,18,4.86,4.7,1
Private room,1.0,1.0,140.0,f,7,7,4.22,4.39,7
Entire home/apt,1.0,1.0,333.0,f,4887,0,5.0,4.0,0
Entire home/apt,3.0,1.0,446.0,t,1,3,5.0,4.85,0
Private room,1.0,1.0,124.0,t,3,6,4.97,4.99,1
Entire home/apt,1.0,1.0,112.0,t,1,11,4.94,5.0,0
Private room,1.0,1.0,164.0,f,1,29,4.55,4.65,1
Entire home/apt,2.0,2.0,315.0,f,1,8,5.0,5.0,0
Entire home/apt,1.0,1.0,140.0,t,22,0,4.5,5.0,11
Entire home/apt,1.0,1.5,195.0,f,1,0,4.67,4.0,0
Private room,1.0,1.0,108.0,t,18,0,4.67,5.0,18
Entire home/apt,2.0,1.0,204.0,f,1,9,5.0,4.83,0
Entire home/apt,2.0,1.0,179.0,f,1,0,5.0,5.0,0
Entire home/apt,1.0,1.0,200.0,t,5,0,5.0,4.33,0
Entire home/apt,3.0,2.0,584.0,t,1,21,4.8,4.98,0
Shared room,1.0,1.5,76.0,f,13,30,5.0,5.0,0
Entire home/apt,1.0,1.0,147.0,f,1,1,5.0,5.0,0
Entire home/apt,0.0,1.0,179.0,t,311,27,4.0,4.0,0
Entire home/apt,0.0,1.0,179.0,t,311,27,4.94,4.82,0
Entire home/apt,3.0,1.5,266.0,f,2,9,4.71,4.83,0
Entire home/apt,5.0,3.5,495.0,f,16,15,5.0,3.0,0
Entire home/apt,3.0,2.0,228.0,t,1,9,4.78,4.41,0
Entire home/apt,1.0,2.0,199.0,t,1,10,4.95,4.93,0
Entire home/apt,2.0,2.0,136.0,f,18,0,4.5,5.0,0
Entire home/apt,3.0,2.0,203.0,t,1,8,4.98,4.89,0
Private room,1.0,1.0,236.0,f,266,30,4.67,4.33,263
Entire home/apt,1.0,1.0,150.0,t,1,0,5.0,5.0,0
Entire home/apt,3.0,2.0,365.0,f,2,1,4.71,4.71,0
Entire home/apt,3.0,2.0,365.0,f,2,0,5.0,4.8,0
Private room,1.0,1.0,122.0,f,2,0,4.56,4.89,2
Entire home/apt,2.0,1.0,178.0,f,1,3,4.96,5.0,0
Entire home/apt,2.0,1.0,260.0,t,41,0,5.0,5.0,0
Private room,1.0,1.0,236.0,f,266,30,3.33,4.0,263
Private room,1.0,1.0,236.0,f,266,30,4.0,5.0,263
Private room,1.0,1.0,236.0,f,266,30,5.0,5.0,263
Private room,1.0,1.0,236.0,f,266,30,5.0,5.0,263
Private room,1.0,1.0,236.0,f,266,30,3.0,2.0,263
Entire home/apt,2.0,2.0,184.0,t,1,2,4.97,4.91,0
Entire home/apt,1.0,1.0,123.0,t,3,20,4.92,4.92,0
Private room,1.0,1.0,236.0,f,266,30,4.0,5.0,263
Private room,1.0,1.0,236.0,f,266,30,2.0,3.0,263
Private room,1.0,1.0,236.0,f,266,30,5.0,3.0,263
Private room,1.0,1.0,236.0,f,266,30,3.67,3.0,263
Private room,1.0,1.0,152.0,f,8,0,4.79,4.95,1
Private room,1.0,1.5,125.0,f,1,9,5.0,5.0,1
Entire home/apt,3.0,2.0,245.0,t,2,0,5.0,4.6,0
Entire home/apt,3.0,3.0,322.0,t,38,30,4.79,4.68,1
Entire home/apt,2.0,2.0,900.0,t,1,30,4.74,5.0,0
Private room,1.0,1.0,236.0,f,266,30,5.0,5.0,263
Entire home/apt,2.0,1.0,141.0,t,1,7,4.83,4.79,0
Private room,1.0,1.0,236.0,f,266,30,5.0,5.0,263
Private room,1.0,1.0,77.0,t,3,14,4.92,4.9,3
Private room,1.0,0.5,88.0,t,3,27,4.79,4.91,3
Private room,1.0,1.5,67.0,t,3,7,4.81,4.73,3
Entire home/apt,2.0,3.0,190.0,t,1,0,5.0,5.0,0
Private room,1.0,1.0,236.0,f,266,30,4.0,5.0,263
Private room,1.0,1.0,93.0,t,7,5,4.97,4.97,1
Private room,1.0,1.0,236.0,f,266,30,4.0,3.0,263
Entire home/apt,3.0,4.0,113.0,f,38,0,4.0,4.5,21
Private room,1.0,1.0,236.0,f,266,30,4.0,5.0,263
Private room,1.0,1.0,236.0,f,266,30,4.0,5.0,263
Private room,1.0,1.0,236.0,f,266,19,3.0,4.0,263
Private room,1.0,1.0,236.0,f,266,30,4.0,4.5,263
Private room,1.0,1.0,236.0,f,266,30,4.0,5.0,263
Private room,1.0,1.0,236.0,f,266,30,4.0,4.25,263
Entire home/apt,1.0,1.0,180.0,t,1,12,4.94,4.97,0
Private room,1.0,1.0,236.0,f,266,30,3.0,5.0,263
Entire home/apt,1.0,1.0,200.0,f,8,0,5.0,5.0,3
Private room,1.0,1.0,236.0,f,266,30,5.0,5.0,263
Private room,1.0,1.0,236.0,f,266,30,5.0,4.0,263
Private room,1.0,1.0,236.0,f,266,30,2.0,5.0,263
Private room,1.0,1.0,236.0,f,266,30,4.0,4.0,263
Private room,1.0,1.0,236.0,f,266,24,5.0,5.0,263
Entire home/apt,2.0,1.0,174.0,t,3,0,4.78,4.87,0
Entire home/apt,1.0,1.0,127.0,t,3,5,4.98,4.62,0
Private room,1.0,1.0,236.0,f,266,30,4.0,4.4,263
Private room,1.0,1.0,236.0,f,266,30,4.0,4.0,263
Private room,1.0,1.0,236.0,f,266,30,4.25,3.75,263
Private room,1.0,1.0,236.0,f,266,30,3.0,3.0,263
Private room,1.0,1.0,236.0,f,266,30,3.5,4.0,263
Private room,1.0,1.0,236.0,f,266,30,4.29,4.57,263
Private room,1.0,1.0,236.0,f,266,30,4.0,4.17,263
Private room,1.0,1.0,236.0,f,266,30,2.5,3.5,263
Private room,1.0,1.0,236.0,f,266,27,4.38,4.5,263
Private room,1.0,1.0,236.0,f,266,30,5.0,5.0,263
Private room,1.0,1.0,236.0,f,266,30,4.0,5.0,263
Private room,1.0,1.0,236.0,f,266,26,5.0,5.0,263
Private room,1.0,1.0,236.0,f,266,30,3.2,3.2,263
Entire home/apt,1.0,1.0,264.0,t,25,0,4.8,4.8,0
Entire home/apt,1.0,1.0,264.0,t,25,0,5.0,5.0,0
Entire home/apt,1.0,1.0,289.0,t,25,0,5.0,5.0,0
Private room,1.0,1.0,62.0,f,2,16,4.58,4.68,2
Entire home/apt,1.0,1.0,264.0,t,25,0,5.0,4.67,0
Entire home/apt,1.0,1.0,214.0,t,25,0,5.0,4.75,0
Entire home/apt,1.0,1.0,214.0,t,25,0,5.0,5.0,0
Entire home/apt,1.0,1.0,103.0,t,6,21,4.79,4.71,0
Entire home/apt,2.0,2.0,285.0,f,1,0,5.0,5.0,0
Entire home/apt,5.0,5.0,359.0,t,3,4,4.84,4.96,0
Entire home/apt,1.0,1.0,166.0,t,1,0,4.83,4.98,0
Entire home/apt,0.0,1.0,100.0,t,2,0,5.0,5.0,0
Entire home/apt,3.0,2.0,225.0,f,7,0,5.0,5.0,0
Entire home/apt,4.0,2.0,349.0,t,1,3,5.0,4.89,0
Entire home/apt,3.0,1.5,336.0,t,1,5,4.97,4.97,0
Entire home/apt,3.0,2.5,527.0,t,1,9,4.99,5.0,0
Entire home/apt,3.0,2.0,226.0,t,1,2,4.9,4.79,0
Entire home/apt,1.0,1.0,140.0,t,3,0,5.0,5.0,0
Entire home/apt,3.0,2.0,451.0,t,4,0,4.92,5.0,3
Private room,1.0,1.0,57.0,t,26,0,5.0,5.0,25
Entire home/apt,5.0,2.5,446.0,f,8,13,5.0,4.86,5
Entire home/apt,2.0,1.0,152.0,t,1,5,4.92,4.86,0
Entire home/apt,2.0,1.0,142.0,t,1,0,5.0,4.67,0
Private room,2.0,1.0,185.0,f,7,10,4.89,4.89,1
Entire home/apt,1.0,1.0,278.0,t,2,19,4.95,5.0,0
Entire home/apt,2.0,1.5,159.0,t,4,7,4.93,4.68,1
Entire home/apt,3.0,2.0,492.0,f,2,0,5.0,5.0,0
Entire home/apt,2.0,2.0,300.0,f,1,23,5.0,5.0,0
Entire home/apt,3.0,3.0,339.0,t,3,5,4.96,4.81,0
Private room,1.0,1.0,184.0,f,2,0,5.0,5.0,1
Entire home/apt,2.0,1.5,135.0,t,19,4,4.29,5.0,3
Entire home/apt,1.0,1.0,207.0,t,1,15,5.0,4.83,0
Private room,1.0,1.0,189.0,f,1,30,4.33,4.71,1
Entire home/apt,2.0,2.0,290.0,f,277,2,4.33,4.67,0
Entire home/apt,1.0,1.0,93.0,f,34,0,5.0,5.0,17
Entire home/apt,7.0,3.0,409.0,f,34,0,5.0,5.0,17
Entire home/apt,3.0,3.0,210.0,t,3,5,4.83,4.67,0
Entire home/apt,3.0,1.0,96.0,f,6,0,5.0,5.0,0
Entire home/apt,3.0,2.0,381.0,f,2,17,4.95,4.71,0
Private room,1.0,1.0,109.0,f,1,30,4.67,4.69,1
Entire home/apt,4.0,2.0,224.0,f,34,0,4.5,5.0,17
Private room,1.0,1.0,168.0,t,1,28,4.76,4.67,1
Entire home/apt,0.0,1.0,88.0,t,1,0,5.0,4.5,0
Private room,1.0,1.0,181.0,f,1,29,4.72,4.59,1
Private room,1.0,1.0,45.0,t,1,0,5.0,5.0,1
Entire home/apt,3.0,2.0,749.0,f,4887,0,5.0,4.0,0
Entire home/apt,3.0,2.0,250.0,f,7,6,5.0,5.0,0
Entire home/apt,1.0,1.0,165.0,f,7,4,5.0,5.0,0
Entire home/apt,5.0,4.0,338.0,f,34,0,5.0,5.0,17
Entire home/apt,2.0,1.0,170.0,t,1,0,4.97,4.66,0
Entire home/apt,1.0,1.0,429.0,t,2,25,5.0,5.0,0
Entire home/apt,3.0,1.5,380.0,t,1,5,4.91,4.91,0
Entire home/apt,1.0,1.0,110.0,t,1,0,5.0,4.86,0
Private room,1.0,1.0,135.0,t,1,23,4.94,4.89,1
Private room,1.0,1.0,46.0,f,55,0,4.83,4.33,53
Entire home/apt,1.0,1.0,275.0,t,98,0,5.0,5.0,0
Entire home/apt,1.0,1.0,275.0,t,98,0,5.0,4.67,0
Private room,1.0,1.0,114.0,t,34,14,4.85,4.92,33
Private room,1.0,1.0,114.0,t,34,0,4.92,4.92,33
Entire home/apt,3.0,1.0,374.0,t,1,4,4.96,4.72,0
Entire home/apt,2.0,2.0,350.0,t,2,30,5.0,5.0,0
Entire home/apt,1.0,1.0,245.0,f,2,4,4.97,4.9,0
Private room,1.0,2.0,46.0,f,55,3,4.5,4.5,53
Entire home/apt,1.0,1.0,275.0,t,63,28,5.0,5.0,0
Shared room,1.0,1.0,77.0,t,5,27,4.8,4.9,1
Entire home/apt,1.0,1.0,72.0,t,3,16,4.74,4.84,0
Private room,1.0,1.0,58.0,t,26,0,5.0,5.0,25
Entire home/apt,1.0,1.0,153.0,f,1,3,5.0,5.0,0
Private room,0.0,1.0,95.0,t,2,12,4.96,4.8,1
Private room,1.0,1.0,89.0,t,21,0,5.0,5.0,3
Entire home/apt,2.0,1.0,118.0,t,21,0,3.0,4.0,3
Entire home/apt,2.0,2.0,339.0,t,38,3,4.92,4.92,1
Entire home/apt,1.0,1.0,240.0,f,1,0,5.0,5.0,0
Entire home/apt,0.0,1.0,171.0,t,1,2,4.97,5.0,0
Entire home/apt,1.0,1.0,275.0,t,98,0,5.0,5.0,0
Entire home/apt,0.0,1.0,60.0,f,1,30,5.0,5.0,0
Entire home/apt,1.0,1.0,199.0,f,30,10,4.67,4.67,0
Entire home/apt,4.0,3.0,681.0,t,6,0,5.0,4.5,0
Entire home/apt,3.0,1.5,161.0,t,1,5,4.89,4.81,0
Entire home/apt,1.0,2.0,617.0,t,1,1,5.0,5.0,0
Entire home/apt,2.0,1.0,160.0,t,1,0,5.0,5.0,0
Entire home/apt,4.0,1.5,158.0,t,2,0,5.0,5.0,0
Private room,1.0,1.0,77.0,f,45,4,4.0,4.5,33
Entire home/apt,1.0,1.0,337.0,t,2,6,5.0,5.0,0
Private room,1.0,1.0,60.0,t,1,20,4.86,4.86,1
Entire home/apt,2.0,1.0,190.0,f,1,11,5.0,5.0,0
Entire home/apt,2.0,1.0,258.0,t,1,16,4.96,4.98,0
Private room,1.0,1.0,680.0,f,2,30,5.0,5.0,1
Private room,1.0,4.0,55.0,t,20,29,5.0,5.0,20
Private room,1.0,1.5,100.0,t,4,11,4.94,4.91,4
Entire home/apt,2.0,1.0,120.0,t,3,0,5.0,5.0,1
Private room,1.0,1.0,54.0,t,4,0,4.86,4.67,4
Private room,1.0,1.0,50.0,t,4,0,4.69,4.77,4
Private room,1.0,1.0,56.0,t,4,16,4.79,4.63,4
Private room,1.0,1.0,74.0,t,4,24,4.79,4.86,4
Private room,1.0,1.0,165.0,t,34,26,4.86,4.71,33
Private room,1.0,1.5,108.0,f,3,18,4.89,4.85,3
Entire home/apt,2.0,1.0,207.0,t,1,5,4.92,4.92,0
Entire home/apt,1.0,1.0,162.0,f,30,0,5.0,5.0,0
Private room,1.0,1.0,114.0,t,4,12,4.95,4.97,4
Entire home/apt,2.0,1.0,110.0,f,10,0,5.0,5.0,0
Private room,1.0,1.0,74.0,t,2,12,4.88,4.88,2
Entire home/apt,2.0,2.0,178.0,f,3,0,5.0,5.0,0
Entire home/apt,2.0,1.5,435.0,f,1,14,5.0,5.0,0
Entire home/apt,3.0,2.0,527.0,t,1,0,4.85,4.98,0
Private room,1.0,1.0,383.0,t,2,12,4.95,4.92,1
Entire home/apt,3.0,1.0,447.0,f,34,4,4.56,4.33,12
Entire home/apt,4.0,2.0,439.0,f,34,4,5.0,5.0,12
Entire home/apt,1.0,1.0,180.0,f,34,4,4.13,4.75,12
Entire home/apt,1.0,1.0,239.0,t,73,1,5.0,5.0,0
Private room,1.0,1.0,110.0,t,4,12,4.95,4.98,4
Private room,1.0,1.5,67.0,f,3,18,4.54,4.74,3
Private room,1.0,1.5,67.0,f,3,21,4.6,4.86,3
Entire home/apt,1.0,1.0,116.0,f,1,0,5.0,5.0,0
Private room,1.0,1.0,97.0,t,9,0,5.0,4.5,4
Private room,1.0,2.0,46.0,f,55,0,4.5,5.0,53
Private room,1.0,2.0,96.0,t,57,0,5.0,5.0,10
Private room,1.0,1.0,100.0,t,1,0,5.0,5.0,1
Entire home/apt,3.0,1.0,266.0,t,1,7,4.98,4.89,0
Entire home/apt,1.0,1.0,266.0,t,73,0,5.0,5.0,0
Entire home/apt,1.0,1.0,246.0,t,73,7,5.0,5.0,0
Private room,1.0,1.5,60.0,t,2,0,5.0,5.0,2
Entire home/apt,1.0,1.0,103.0,t,3,0,5.0,4.0,1
Entire home/apt,1.0,1.0,110.0,t,2,8,4.94,4.95,0
Entire home/apt,1.0,1.0,135.0,t,1,5,5.0,5.0,0
Private room,1.0,1.5,106.0,t,4,8,4.94,5.0,4
Entire home/apt,3.0,2.5,216.0,t,3,5,5.0,5.0,0
Entire home/apt,4.0,2.0,700.0,t,2,10,4.9,4.93,0
Entire home/apt,1.0,1.0,299.0,f,4887,1,5.0,5.0,0
Private room,1.0,2.0,41.0,f,55,0,5.0,5.0,53
Entire home/apt,1.0,1.0,110.0,t,2,4,5.0,5.0,0
Entire home/apt,2.0,2.0,120.0,t,2,6,5.0,5.0,0
Private room,1.0,1.5,173.0,f,3,26,5.0,5.0,3
Private room,1.0,4.0,58.0,t,20,17,5.0,5.0,20
Private room,1.0,1.0,128.0,f,2,30,3.96,3.64,2
Private room,1.0,1.0,236.0,f,266,30,2.5,3.5,263
Entire home/apt,0.0,1.0,117.0,t,1,2,4.76,4.82,0
Private room,1.0,1.0,236.0,f,266,30,3.83,4.0,263
Private room,1.0,1.0,236.0,f,266,23,5.0,5.0,263
Private room,1.0,1.0,149.0,t,1,10,4.8,4.45,1
Private room,1.0,1.0,236.0,f,266,30,4.38,4.63,263
Entire home/apt,4.0,1.5,242.0,t,1,15,4.88,4.88,0
Entire home/apt,1.0,1.0,165.0,f,30,17,4.0,4.0,0
Entire home/apt,1.0,1.0,239.0,f,2,0,4.89,5.0,0
Entire home/apt,1.0,1.0,194.0,t,3,20,4.83,4.83,0
Private room,1.0,1.5,252.0,t,3,23,4.96,4.96,3
Entire home/apt,1.0,1.0,208.0,f,1,19,5.0,5.0,0
Entire home/apt,2.0,1.0,121.0,f,1,22,4.55,4.79,0
Entire home/apt,1.0,1.0,119.0,t,26,0,5.0,5.0,0
Entire home/apt,3.0,1.0,292.0,t,1,8,4.9,4.75,0
Entire home/apt,1.0,1.0,206.0,t,1,22,4.89,4.89,0
Private room,1.0,1.0,236.0,f,266,30,3.67,3.67,263
Private room,1.0,1.0,151.0,f,1,0,5.0,4.88,1
